*** Warning! With -c set to 15 or higher, some gene trees may take a very long time to reconcile!

#
# =========================================================================
# Welcome to GRAMPA -- Gene tree reconciliations with MUL-trees.
# Version 1.3.1 released on April 30, 2021
# GRAMPA was developed by Gregg Thomas, S. Hussain Ather, and Matthew Hahn
# Citation:      https://doi.org/10.1093/sysbio/syx044
# Website:       https://gwct.github.io/grampa/
# Report issues: https://github.com/gwct/grampa
#
# The date and time at the start is: 10.21.2022 | 18:15:28
# The program was called as: /n/home07/gthomas/projects/grampa/grampa.py -s /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/chelicerate-19spec-astral-pro-rooted.tre -g /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-100-rooted.treefile -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15 -c 15 -p 30
#
# 10.21.2022 | 18:15:28 INFO: Number of processes:...................................30
# 10.21.2022 | 18:15:28 --> Step 1: Reading species tree
# 10.21.2022 | 18:15:28 --> STEP 2 06.15.28: Parsing hybrid clades
# 10.21.2022 | 18:15:28 --> STEP 3 06.15.28: Counting MUL-trees
# 10.21.2022 | 18:15:28 --> STEP 4 06.15.28: Reading gene tree(s)
# 10.21.2022 | 18:15:29 INFO: The input species tree with internal nodes labeled.....((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL,(LRECL,(SMIMO,((PTEPI,LHESP)<8>,((NCLAV,TANTI)<9>,ABRUE)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>)<18>
# 10.21.2022 | 18:15:29 INFO: Input species tree is..................................Singly-labeled
# 10.21.2022 | 18:15:29 INFO: No H1 node defined.....................................Searching all possible H1 nodes.
# 10.21.2022 | 18:15:29 INFO: No H2 node defined.....................................Searching all possible H2 nodes.
# 10.21.2022 | 18:15:29 INFO: Using gene trees in file.............................../n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-100-rooted.treefile
# 10.21.2022 | 18:15:29 INFO: Total gene trees.......................................6359
# 10.21.2022 | 18:15:29 INFO: Main results and logs will be written to file........../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_out.txt
# 10.21.2022 | 18:15:29 INFO: The number of groups for each tree will be calculated../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_checknums.txt
# 10.21.2022 | 18:15:29 INFO: Filtered trees will be saved (if necessary)............/n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_trees_filtered.txt
# 10.21.2022 | 18:15:29 INFO: Filtering gene trees with # of polyploid groups over...15
# 10.21.2022 | 18:15:29 INFO: Detailed results will be written to file.............../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r100-full-c15/grampa_det.txt
# 10.21.2022 | 18:15:29 INFO: Detailed output will contain...........................Reconciliation scores only
# 10.21.2022 | 18:15:29 --> STEP 5 06.15.29: Building 1187 MUL-tree(s)
# 10.21.2022 | 18:15:30 --> STEP 6 06.15.30: Checking gene tree groupings
# 10.21.2022 | 18:21:50 INFO: Filtered gene trees:...................................7
# 10.21.2022 | 18:21:50 INFO: Final gene tree count for reconciliations:.............6352
# STEP 7 06.21.50: Writing filtered gene trees to file.
# ----------------------------------------
# 10.21.2022 | 18:21:50 --> STEP 8 06.21.50: Beginning reconciliations.
# 10.21.2022 | 18:39:18 --> STEP 9 06.39.18: Getting maps for lowest scoring tree
# 10.21.2022 | 18:39:22 --> STEP 10 06.39.22: Writing output
# GT/MT combo	# dups	# losses	Total score
# 10.21.2022 | 19:38:23 --> Reconciling to MUL-tree # 1105 / 1181
# 10.21.2022 | 19:38:33 --> Reconciling to MUL-tree # 1134 / 1181
# 10.21.2022 | 19:45:15 --> Reconciling to MUL-tree # 1145 / 1181
# 10.21.2022 | 19:45:25 --> Reconciling to MUL-tree # 1157 / 1181
# 10.21.2022 | 19:22:04 --> Collapsing groups for MUL-tree # 27 / 1181
# 10.21.2022 | 19:22:11 --> Collapsing groups for MUL-tree # 56 / 1181
# 10.21.2022 | 19:22:18 --> Collapsing groups for MUL-tree # 86 / 1181
# 10.21.2022 | 19:22:25 --> Collapsing groups for MUL-tree # 116 / 1181
# 10.21.2022 | 19:22:33 --> Collapsing groups for MUL-tree # 146 / 1181
# 10.21.2022 | 19:22:40 --> Collapsing groups for MUL-tree # 177 / 1181
# 10.21.2022 | 19:22:47 --> Collapsing groups for MUL-tree # 207 / 1181
# 10.21.2022 | 19:22:55 --> Collapsing groups for MUL-tree # 237 / 1181
# 10.21.2022 | 19:23:02 --> Collapsing groups for MUL-tree # 267 / 1181
# 10.21.2022 | 19:23:09 --> Collapsing groups for MUL-tree # 297 / 1181
# 10.21.2022 | 19:23:16 --> Collapsing groups for MUL-tree # 325 / 1181
# 10.21.2022 | 19:23:23 --> Collapsing groups for MUL-tree # 355 / 1181
# 10.21.2022 | 19:23:30 --> Collapsing groups for MUL-tree # 385 / 1181
# 10.21.2022 | 19:23:37 --> Collapsing groups for MUL-tree # 415 / 1181
# 10.21.2022 | 19:23:45 --> Collapsing groups for MUL-tree # 445 / 1181
# 10.21.2022 | 19:23:52 --> Collapsing groups for MUL-tree # 474 / 1181
# 10.21.2022 | 19:23:59 --> Collapsing groups for MUL-tree # 505 / 1181
# 10.21.2022 | 19:24:06 --> Collapsing groups for MUL-tree # 535 / 1181
# 10.21.2022 | 19:24:13 --> Collapsing groups for MUL-tree # 564 / 1181
# 10.21.2022 | 19:24:20 --> Collapsing groups for MUL-tree # 594 / 1181
# 10.21.2022 | 19:24:28 --> Collapsing groups for MUL-tree # 623 / 1181
# 10.21.2022 | 19:24:34 --> Collapsing groups for MUL-tree # 652 / 1181
# 10.21.2022 | 19:24:42 --> Collapsing groups for MUL-tree # 682 / 1181
# 10.21.2022 | 19:24:49 --> Collapsing groups for MUL-tree # 712 / 1181
# 10.21.2022 | 19:24:56 --> Collapsing groups for MUL-tree # 742 / 1181
# 10.21.2022 | 19:25:05 --> Collapsing groups for MUL-tree # 771 / 1181
# 10.21.2022 | 19:25:14 --> Collapsing groups for MUL-tree # 803 / 1181
# 10.21.2022 | 19:25:21 --> Collapsing groups for MUL-tree # 832 / 1181
# 10.21.2022 | 19:25:31 --> Collapsing groups for MUL-tree # 863 / 1181
# 10.21.2022 | 19:25:43 --> Collapsing groups for MUL-tree # 893 / 1181
# 10.21.2022 | 19:25:56 --> Collapsing groups for MUL-tree # 923 / 1181
# 10.21.2022 | 19:26:05 --> Collapsing groups for MUL-tree # 953 / 1181
# 10.21.2022 | 19:26:13 --> Collapsing groups for MUL-tree # 982 / 1181
# 10.21.2022 | 19:26:24 --> Collapsing groups for MUL-tree # 1013 / 1181
# 10.21.2022 | 19:26:41 --> Collapsing groups for MUL-tree # 1062 / 1181
# 10.21.2022 | 19:27:02 --> Collapsing groups for MUL-tree # 1121 / 1181
# 10.21.2022 | 19:27:10 --> Collapsing groups for MUL-tree # 1150 / 1181
# 10.21.2022 | 19:27:19 --> Collapsing groups for MUL-tree # 1175 / 1181
# 10.21.2022 | 19:28:22 --> Reconciling to MUL-tree # 20 / 1181
# 10.21.2022 | 19:28:28 --> Reconciling to MUL-tree # 48 / 1181
# 10.21.2022 | 19:28:43 --> Reconciling to MUL-tree # 77 / 1181
# 10.21.2022 | 19:29:25 --> Reconciling to MUL-tree # 143 / 1181
# 10.21.2022 | 19:30:19 --> Reconciling to MUL-tree # 246 / 1181
# 10.21.2022 | 19:30:24 --> Reconciling to MUL-tree # 266 / 1181
# 10.21.2022 | 19:31:30 --> Reconciling to MUL-tree # 342 / 1181
# 10.21.2022 | 19:31:52 --> Reconciling to MUL-tree # 367 / 1181
# 10.21.2022 | 19:32:15 --> Reconciling to MUL-tree # 432 / 1181
# 10.21.2022 | 19:32:29 --> Reconciling to MUL-tree # 461 / 1181
# 10.21.2022 | 19:32:39 --> Reconciling to MUL-tree # 488 / 1181
# 10.21.2022 | 19:32:45 --> Reconciling to MUL-tree # 513 / 1181
# 10.21.2022 | 19:32:51 --> Reconciling to MUL-tree # 542 / 1181
# 10.21.2022 | 19:32:58 --> Reconciling to MUL-tree # 568 / 1181
# 10.21.2022 | 19:33:25 --> Reconciling to MUL-tree # 597 / 1181
# 10.21.2022 | 19:33:32 --> Reconciling to MUL-tree # 613 / 1181
# 10.21.2022 | 19:33:38 --> Reconciling to MUL-tree # 629 / 1181
# 10.21.2022 | 19:33:45 --> Reconciling to MUL-tree # 645 / 1181
# 10.21.2022 | 19:34:17 --> Reconciling to MUL-tree # 671 / 1181
# 10.21.2022 | 19:34:24 --> Reconciling to MUL-tree # 682 / 1181
# 10.21.2022 | 19:34:31 --> Reconciling to MUL-tree # 697 / 1181
# 10.21.2022 | 19:34:37 --> Reconciling to MUL-tree # 715 / 1181
# 10.21.2022 | 19:34:50 --> Reconciling to MUL-tree # 742 / 1181
# 10.21.2022 | 19:34:58 --> Reconciling to MUL-tree # 757 / 1181
# 10.21.2022 | 19:35:06 --> Reconciling to MUL-tree # 781 / 1181
# 10.21.2022 | 19:35:13 --> Reconciling to MUL-tree # 804 / 1181
# 10.21.2022 | 19:35:19 --> Reconciling to MUL-tree # 824 / 1181
# 10.21.2022 | 19:35:42 --> Reconciling to MUL-tree # 844 / 1181
# 10.21.2022 | 19:36:39 --> Reconciling to MUL-tree # 872 / 1181
# 10.21.2022 | 19:37:07 --> Reconciling to MUL-tree # 901 / 1181
# 10.21.2022 | 19:37:24 --> Reconciling to MUL-tree # 942 / 1181
# 10.21.2022 | 19:37:31 --> Reconciling to MUL-tree # 968 / 1181
# 10.21.2022 | 19:37:38 --> Reconciling to MUL-tree # 994 / 1181
# 10.21.2022 | 19:37:45 --> Reconciling to MUL-tree # 1014 / 1181
# 10.21.2022 | 19:37:57 --> Reconciling to MUL-tree # 1040 / 1181
# 10.21.2022 | 19:38:03 --> Reconciling to MUL-tree # 1056 / 1181
# 10.21.2022 | 19:38:09 --> Reconciling to MUL-tree # 1072 / 1181
# 10.21.2022 | 19:38:17 --> Reconciling to MUL-tree # 1096 / 1181
# 10.21.2022 | 19:38:27 --> Reconciling to MUL-tree # 1120 / 1181
# 10.21.2022 | 19:45:09 --> Reconciling to MUL-tree # 1141 / 1181
# 10.21.2022 | 19:45:25 --> Reconciling to MUL-tree # 1158 / 1181
# 10.21.2022 | 19:22:02 --> Collapsing groups for MUL-tree # 16 / 1181
# 10.21.2022 | 19:22:09 --> Collapsing groups for MUL-tree # 46 / 1181
# 10.21.2022 | 19:22:16 --> Collapsing groups for MUL-tree # 76 / 1181
# 10.21.2022 | 19:22:23 --> Collapsing groups for MUL-tree # 104 / 1181
# 10.21.2022 | 19:22:31 --> Collapsing groups for MUL-tree # 136 / 1181
# 10.21.2022 | 19:22:38 --> Collapsing groups for MUL-tree # 166 / 1181
# 10.21.2022 | 19:22:45 --> Collapsing groups for MUL-tree # 196 / 1181
# 10.21.2022 | 19:22:52 --> Collapsing groups for MUL-tree # 227 / 1181
# 10.21.2022 | 19:23:00 --> Collapsing groups for MUL-tree # 257 / 1181
# 10.21.2022 | 19:23:08 --> Collapsing groups for MUL-tree # 289 / 1181
# 10.21.2022 | 19:23:15 --> Collapsing groups for MUL-tree # 321 / 1181
# 10.21.2022 | 19:23:23 --> Collapsing groups for MUL-tree # 351 / 1181
# 10.21.2022 | 19:23:30 --> Collapsing groups for MUL-tree # 381 / 1181
# 10.21.2022 | 19:23:36 --> Collapsing groups for MUL-tree # 411 / 1181
# 10.21.2022 | 19:23:44 --> Collapsing groups for MUL-tree # 441 / 1181
# 10.21.2022 | 19:23:51 --> Collapsing groups for MUL-tree # 470 / 1181
# 10.21.2022 | 19:23:59 --> Collapsing groups for MUL-tree # 502 / 1181
# 10.21.2022 | 19:24:06 --> Collapsing groups for MUL-tree # 532 / 1181
# 10.21.2022 | 19:24:13 --> Collapsing groups for MUL-tree # 562 / 1181
# 10.21.2022 | 19:24:20 --> Collapsing groups for MUL-tree # 592 / 1181
# 10.21.2022 | 19:24:28 --> Collapsing groups for MUL-tree # 625 / 1181
# 10.21.2022 | 19:24:35 --> Collapsing groups for MUL-tree # 653 / 1181
# 10.21.2022 | 19:24:42 --> Collapsing groups for MUL-tree # 683 / 1181
# 10.21.2022 | 19:24:49 --> Collapsing groups for MUL-tree # 713 / 1181
# 10.21.2022 | 19:24:57 --> Collapsing groups for MUL-tree # 744 / 1181
# 10.21.2022 | 19:25:06 --> Collapsing groups for MUL-tree # 774 / 1181
# 10.21.2022 | 19:25:14 --> Collapsing groups for MUL-tree # 804 / 1181
# 10.21.2022 | 19:25:22 --> Collapsing groups for MUL-tree # 835 / 1181
# 10.21.2022 | 19:25:32 --> Collapsing groups for MUL-tree # 865 / 1181
# 10.21.2022 | 19:25:44 --> Collapsing groups for MUL-tree # 895 / 1181
# 10.21.2022 | 19:25:56 --> Collapsing groups for MUL-tree # 925 / 1181
# 10.21.2022 | 19:26:05 --> Collapsing groups for MUL-tree # 955 / 1181
# 10.21.2022 | 19:26:14 --> Collapsing groups for MUL-tree # 985 / 1181
# 10.21.2022 | 19:26:25 --> Collapsing groups for MUL-tree # 1019 / 1181
# 10.21.2022 | 19:26:43 --> Collapsing groups for MUL-tree # 1070 / 1181
# 10.21.2022 | 19:27:03 --> Collapsing groups for MUL-tree # 1126 / 1181
# 10.21.2022 | 19:27:13 --> Collapsing groups for MUL-tree # 1157 / 1181
# 10.21.2022 | 19:28:19 --> Reconciling to MUL-tree # 0 / 1181
# 10.21.2022 | 19:28:23 --> Reconciling to MUL-tree # 30 / 1181
# 10.21.2022 | 19:28:30 --> Reconciling to MUL-tree # 60 / 1181
# 10.21.2022 | 19:28:45 --> Reconciling to MUL-tree # 88 / 1181
# 10.21.2022 | 19:28:52 --> Reconciling to MUL-tree # 108 / 1181
# 10.21.2022 | 19:29:00 --> Reconciling to MUL-tree # 134 / 1181
# 10.21.2022 | 19:29:51 --> Reconciling to MUL-tree # 155 / 1181
# 10.21.2022 | 19:29:56 --> Reconciling to MUL-tree # 171 / 1181
# 10.21.2022 | 19:30:02 --> Reconciling to MUL-tree # 190 / 1181
# 10.21.2022 | 19:30:13 --> Reconciling to MUL-tree # 224 / 1181
# 10.21.2022 | 19:30:20 --> Reconciling to MUL-tree # 251 / 1181
# 10.21.2022 | 19:30:25 --> Reconciling to MUL-tree # 274 / 1181
# 10.21.2022 | 19:31:00 --> Reconciling to MUL-tree # 296 / 1181
# 10.21.2022 | 19:31:36 --> Reconciling to MUL-tree # 362 / 1181
# 10.21.2022 | 19:31:59 --> Reconciling to MUL-tree # 391 / 1181
# 10.21.2022 | 19:32:06 --> Reconciling to MUL-tree # 411 / 1181
# 10.21.2022 | 19:32:20 --> Reconciling to MUL-tree # 440 / 1181
# 10.21.2022 | 19:32:35 --> Reconciling to MUL-tree # 476 / 1181
# 10.21.2022 | 19:32:45 --> Reconciling to MUL-tree # 511 / 1181
# 10.21.2022 | 19:32:51 --> Reconciling to MUL-tree # 538 / 1181
# 10.21.2022 | 19:32:57 --> Reconciling to MUL-tree # 564 / 1181
# 10.21.2022 | 19:33:24 --> Reconciling to MUL-tree # 592 / 1181
# 10.21.2022 | 19:33:52 --> Reconciling to MUL-tree # 655 / 1181
# 10.21.2022 | 19:34:25 --> Reconciling to MUL-tree # 685 / 1181
# 10.21.2022 | 19:34:38 --> Reconciling to MUL-tree # 718 / 1181
# 10.21.2022 | 19:34:50 --> Reconciling to MUL-tree # 745 / 1181
# 10.21.2022 | 19:34:59 --> Reconciling to MUL-tree # 764 / 1181
# 10.21.2022 | 19:35:07 --> Reconciling to MUL-tree # 788 / 1181
# 10.21.2022 | 19:35:14 --> Reconciling to MUL-tree # 810 / 1181
# 10.21.2022 | 19:35:37 --> Reconciling to MUL-tree # 831 / 1181
# 10.21.2022 | 19:36:01 --> Reconciling to MUL-tree # 860 / 1181
# 10.21.2022 | 19:36:56 --> Reconciling to MUL-tree # 887 / 1181
# 10.21.2022 | 19:37:23 --> Reconciling to MUL-tree # 934 / 1181
# 10.21.2022 | 19:37:29 --> Reconciling to MUL-tree # 954 / 1181
# 10.21.2022 | 19:37:40 --> Reconciling to MUL-tree # 998 / 1181
# 10.21.2022 | 19:37:54 --> Reconciling to MUL-tree # 1038 / 1181
# 10.21.2022 | 19:38:06 --> Reconciling to MUL-tree # 1070 / 1181
# 10.21.2022 | 19:38:15 --> Reconciling to MUL-tree # 1093 / 1181
# 10.21.2022 | 19:38:26 --> Reconciling to MUL-tree # 1117 / 1181
# 10.21.2022 | 19:45:24 --> Reconciling to MUL-tree # 1155 / 1181
# 10.21.2022 | 19:45:36 --> Reconciling to MUL-tree # 1179 / 1181
# 10.21.2022 | 19:22:00 --> Collapsing groups for MUL-tree # 6 / 1181
# 10.21.2022 | 19:22:07 --> Collapsing groups for MUL-tree # 36 / 1181
# 10.21.2022 | 19:22:14 --> Collapsing groups for MUL-tree # 64 / 1181
# 10.21.2022 | 19:22:21 --> Collapsing groups for MUL-tree # 93 / 1181
# 10.21.2022 | 19:22:27 --> Collapsing groups for MUL-tree # 123 / 1181
# 10.21.2022 | 19:22:34 --> Collapsing groups for MUL-tree # 153 / 1181
# 10.21.2022 | 19:22:42 --> Collapsing groups for MUL-tree # 183 / 1181
# 10.21.2022 | 19:22:49 --> Collapsing groups for MUL-tree # 214 / 1181
# 10.21.2022 | 19:22:57 --> Collapsing groups for MUL-tree # 244 / 1181
# 10.21.2022 | 19:23:04 --> Collapsing groups for MUL-tree # 274 / 1181
# 10.21.2022 | 19:23:11 --> Collapsing groups for MUL-tree # 304 / 1181
# 10.21.2022 | 19:23:18 --> Collapsing groups for MUL-tree # 334 / 1181
# 10.21.2022 | 19:23:25 --> Collapsing groups for MUL-tree # 362 / 1181
# 10.21.2022 | 19:23:32 --> Collapsing groups for MUL-tree # 392 / 1181
# 10.21.2022 | 19:23:39 --> Collapsing groups for MUL-tree # 421 / 1181
# 10.21.2022 | 19:23:46 --> Collapsing groups for MUL-tree # 451 / 1181
# 10.21.2022 | 19:23:53 --> Collapsing groups for MUL-tree # 481 / 1181
# 10.21.2022 | 19:24:02 --> Collapsing groups for MUL-tree # 515 / 1181
# 10.21.2022 | 19:24:09 --> Collapsing groups for MUL-tree # 544 / 1181
# 10.21.2022 | 19:24:16 --> Collapsing groups for MUL-tree # 575 / 1181
# 10.21.2022 | 19:24:23 --> Collapsing groups for MUL-tree # 605 / 1181
# 10.21.2022 | 19:24:30 --> Collapsing groups for MUL-tree # 635 / 1181
# 10.21.2022 | 19:24:37 --> Collapsing groups for MUL-tree # 665 / 1181
# 10.21.2022 | 19:24:44 --> Collapsing groups for MUL-tree # 694 / 1181
# 10.21.2022 | 19:24:52 --> Collapsing groups for MUL-tree # 723 / 1181
# 10.21.2022 | 19:24:59 --> Collapsing groups for MUL-tree # 753 / 1181
# 10.21.2022 | 19:25:07 --> Collapsing groups for MUL-tree # 782 / 1181
# 10.21.2022 | 19:25:15 --> Collapsing groups for MUL-tree # 811 / 1181
# 10.21.2022 | 19:25:25 --> Collapsing groups for MUL-tree # 841 / 1181
# 10.21.2022 | 19:25:37 --> Collapsing groups for MUL-tree # 874 / 1181
# 10.21.2022 | 19:25:48 --> Collapsing groups for MUL-tree # 902 / 1181
# 10.21.2022 | 19:26:02 --> Collapsing groups for MUL-tree # 938 / 1181
# 10.21.2022 | 19:26:10 --> Collapsing groups for MUL-tree # 969 / 1181
# 10.21.2022 | 19:26:18 --> Collapsing groups for MUL-tree # 1000 / 1181
# 10.21.2022 | 19:26:28 --> Collapsing groups for MUL-tree # 1030 / 1181
# 10.21.2022 | 19:26:36 --> Collapsing groups for MUL-tree # 1045 / 1181
# 10.21.2022 | 19:26:44 --> Collapsing groups for MUL-tree # 1075 / 1181
# 10.21.2022 | 19:26:52 --> Collapsing groups for MUL-tree # 1094 / 1181
# 10.21.2022 | 19:27:00 --> Collapsing groups for MUL-tree # 1113 / 1181
# 10.21.2022 | 19:27:08 --> Collapsing groups for MUL-tree # 1142 / 1181
# 10.21.2022 | 19:28:23 --> Reconciling to MUL-tree # 27 / 1181
# 10.21.2022 | 19:28:29 --> Reconciling to MUL-tree # 56 / 1181
# 10.21.2022 | 19:28:45 --> Reconciling to MUL-tree # 89 / 1181
# 10.21.2022 | 19:28:52 --> Reconciling to MUL-tree # 109 / 1181
# 10.21.2022 | 19:29:00 --> Reconciling to MUL-tree # 135 / 1181
# 10.21.2022 | 19:29:52 --> Reconciling to MUL-tree # 157 / 1181
# 10.21.2022 | 19:29:57 --> Reconciling to MUL-tree # 174 / 1181
# 10.21.2022 | 19:30:02 --> Reconciling to MUL-tree # 193 / 1181
# 10.21.2022 | 19:30:07 --> Reconciling to MUL-tree # 207 / 1181
# 10.21.2022 | 19:30:19 --> Reconciling to MUL-tree # 244 / 1181
# 10.21.2022 | 19:30:26 --> Reconciling to MUL-tree # 275 / 1181
# 10.21.2022 | 19:31:01 --> Reconciling to MUL-tree # 298 / 1181
# 10.21.2022 | 19:31:08 --> Reconciling to MUL-tree # 303 / 1181
# 10.21.2022 | 19:31:14 --> Reconciling to MUL-tree # 311 / 1181
# 10.21.2022 | 19:31:21 --> Reconciling to MUL-tree # 320 / 1181
# 10.21.2022 | 19:31:28 --> Reconciling to MUL-tree # 332 / 1181
# 10.21.2022 | 19:31:35 --> Reconciling to MUL-tree # 360 / 1181
# 10.21.2022 | 19:31:58 --> Reconciling to MUL-tree # 388 / 1181
# 10.21.2022 | 19:32:05 --> Reconciling to MUL-tree # 408 / 1181
# 10.21.2022 | 19:32:19 --> Reconciling to MUL-tree # 437 / 1181
# 10.21.2022 | 19:32:34 --> Reconciling to MUL-tree # 470 / 1181
# 10.21.2022 | 19:32:43 --> Reconciling to MUL-tree # 503 / 1181
# 10.21.2022 | 19:32:49 --> Reconciling to MUL-tree # 531 / 1181
# 10.21.2022 | 19:32:55 --> Reconciling to MUL-tree # 560 / 1181
# 10.21.2022 | 19:33:23 --> Reconciling to MUL-tree # 588 / 1181
# 10.21.2022 | 19:33:49 --> Reconciling to MUL-tree # 647 / 1181
# 10.21.2022 | 19:34:50 --> Reconciling to MUL-tree # 741 / 1181
# 10.21.2022 | 19:34:57 --> Reconciling to MUL-tree # 754 / 1181
# 10.21.2022 | 19:35:05 --> Reconciling to MUL-tree # 779 / 1181
# 10.21.2022 | 19:35:12 --> Reconciling to MUL-tree # 800 / 1181
# 10.21.2022 | 19:35:18 --> Reconciling to MUL-tree # 820 / 1181
# 10.21.2022 | 19:35:41 --> Reconciling to MUL-tree # 840 / 1181
# 10.21.2022 | 19:36:37 --> Reconciling to MUL-tree # 866 / 1181
# 10.21.2022 | 19:37:04 --> Reconciling to MUL-tree # 894 / 1181
# 10.21.2022 | 19:37:13 --> Reconciling to MUL-tree # 908 / 1181
# 10.21.2022 | 19:37:24 --> Reconciling to MUL-tree # 938 / 1181
# 10.21.2022 | 19:37:31 --> Reconciling to MUL-tree # 963 / 1181
# 10.21.2022 | 19:37:37 --> Reconciling to MUL-tree # 988 / 1181
# 10.21.2022 | 19:37:52 --> Reconciling to MUL-tree # 1032 / 1181
# 10.21.2022 | 19:38:04 --> Reconciling to MUL-tree # 1060 / 1181
# 10.21.2022 | 19:38:10 --> Reconciling to MUL-tree # 1076 / 1181
# 10.21.2022 | 19:38:20 --> Reconciling to MUL-tree # 1100 / 1181
# 10.21.2022 | 19:38:31 --> Reconciling to MUL-tree # 1130 / 1181
# 10.21.2022 | 19:45:15 --> Reconciling to MUL-tree # 1146 / 1181
# 10.21.2022 | 19:45:28 --> Reconciling to MUL-tree # 1161 / 1181
# 10.21.2022 | 19:22:04 --> Collapsing groups for MUL-tree # 29 / 1181
# 10.21.2022 | 19:22:12 --> Collapsing groups for MUL-tree # 59 / 1181
# 10.21.2022 | 19:22:19 --> Collapsing groups for MUL-tree # 89 / 1181
# 10.21.2022 | 19:22:26 --> Collapsing groups for MUL-tree # 119 / 1181
# 10.21.2022 | 19:22:33 --> Collapsing groups for MUL-tree # 149 / 1181
# 10.21.2022 | 19:22:40 --> Collapsing groups for MUL-tree # 178 / 1181
# 10.21.2022 | 19:22:48 --> Collapsing groups for MUL-tree # 210 / 1181
# 10.21.2022 | 19:22:56 --> Collapsing groups for MUL-tree # 240 / 1181
# 10.21.2022 | 19:23:03 --> Collapsing groups for MUL-tree # 270 / 1181
# 10.21.2022 | 19:23:10 --> Collapsing groups for MUL-tree # 300 / 1181
# 10.21.2022 | 19:23:17 --> Collapsing groups for MUL-tree # 330 / 1181
# 10.21.2022 | 19:23:24 --> Collapsing groups for MUL-tree # 359 / 1181
# 10.21.2022 | 19:23:32 --> Collapsing groups for MUL-tree # 391 / 1181
# 10.21.2022 | 19:23:39 --> Collapsing groups for MUL-tree # 422 / 1181
# 10.21.2022 | 19:23:46 --> Collapsing groups for MUL-tree # 452 / 1181
# 10.21.2022 | 19:23:54 --> Collapsing groups for MUL-tree # 482 / 1181
# 10.21.2022 | 19:24:01 --> Collapsing groups for MUL-tree # 512 / 1181
# 10.21.2022 | 19:24:08 --> Collapsing groups for MUL-tree # 541 / 1181
# 10.21.2022 | 19:24:15 --> Collapsing groups for MUL-tree # 571 / 1181
# 10.21.2022 | 19:24:22 --> Collapsing groups for MUL-tree # 601 / 1181
# 10.21.2022 | 19:24:29 --> Collapsing groups for MUL-tree # 631 / 1181
# 10.21.2022 | 19:24:36 --> Collapsing groups for MUL-tree # 660 / 1181
# 10.21.2022 | 19:24:43 --> Collapsing groups for MUL-tree # 689 / 1181
# 10.21.2022 | 19:24:51 --> Collapsing groups for MUL-tree # 719 / 1181
# 10.21.2022 | 19:24:58 --> Collapsing groups for MUL-tree # 749 / 1181
# 10.21.2022 | 19:25:07 --> Collapsing groups for MUL-tree # 780 / 1181
# 10.21.2022 | 19:25:15 --> Collapsing groups for MUL-tree # 810 / 1181
# 10.21.2022 | 19:25:25 --> Collapsing groups for MUL-tree # 840 / 1181
# 10.21.2022 | 19:25:37 --> Collapsing groups for MUL-tree # 872 / 1181
# 10.21.2022 | 19:25:48 --> Collapsing groups for MUL-tree # 903 / 1181
# 10.21.2022 | 19:26:02 --> Collapsing groups for MUL-tree # 940 / 1181
# 10.21.2022 | 19:26:11 --> Collapsing groups for MUL-tree # 972 / 1181
# 10.21.2022 | 19:26:18 --> Collapsing groups for MUL-tree # 1002 / 1181
# 10.21.2022 | 19:26:28 --> Collapsing groups for MUL-tree # 1034 / 1181
# 10.21.2022 | 19:26:37 --> Collapsing groups for MUL-tree # 1049 / 1181
# 10.21.2022 | 19:26:45 --> Collapsing groups for MUL-tree # 1079 / 1181
# 10.21.2022 | 19:26:53 --> Collapsing groups for MUL-tree # 1098 / 1181
# 10.21.2022 | 19:27:02 --> Collapsing groups for MUL-tree # 1120 / 1181
# 10.21.2022 | 19:27:10 --> Collapsing groups for MUL-tree # 1149 / 1181
# 10.21.2022 | 19:27:19 --> Collapsing groups for MUL-tree # 1174 / 1181
# 10.21.2022 | 19:28:21 --> Reconciling to MUL-tree # 16 / 1181
# 10.21.2022 | 19:28:28 --> Reconciling to MUL-tree # 46 / 1181
# 10.21.2022 | 19:28:43 --> Reconciling to MUL-tree # 78 / 1181
# 10.21.2022 | 19:28:49 --> Reconciling to MUL-tree # 97 / 1181
# 10.21.2022 | 19:28:56 --> Reconciling to MUL-tree # 119 / 1181
# 10.21.2022 | 19:29:47 --> Reconciling to MUL-tree # 148 / 1181
